step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
41,CASH_OUT,102035.91,C1570421223,376.0,0.0,C873941629,275282.56,149884.89,0,0
17,CASH_OUT,177784.85,C1616732531,41892.0,0.0,C629168510,17465.0,160577.97,0,0
259,PAYMENT,9872.08,C2040041546,9140.0,0.0,M1996648455,0.0,0.0,0,0
135,CASH_IN,409991.12,C1458331691,4605679.54,5015670.66,C820483181,484196.03,74204.91,0,0
139,CASH_IN,410203.5,C658965153,3244892.58,3655096.08,C384242126,635439.82,225236.32,0,0
329,CASH_OUT,129765.47,C1110197938,392.0,0.0,C1506917829,0.0,129765.47,0,0
202,CASH_OUT,66775.48,C1531674138,0.0,0.0,C656113585,1859453.18,1926228.66,0,0
229,CASH_OUT,404069.9,C506094856,114449.0,0.0,C1015129370,3767285.87,4171355.77,0,0
300,CASH_IN,291591.06,C264371000,1.388413515E7,1.417572621E7,C891185072,4150994.6,3859403.54,0,0
185,PAYMENT,5386.19,C1153061982,40069.0,34682.81,M1119715408,0.0,0.0,0,0
277,CASH_IN,356274.04,C1370937145,1.510455041E7,1.546082445E7,C904765844,1.136758539E7,1.101131135E7,0,0
237,PAYMENT,14302.69,C1784546434,10462.0,0.0,M530222538,0.0,0.0,0,0
253,CASH_OUT,95174.33,C853701744,0.0,0.0,C1288568066,105485.08,200659.41,0,0
322,CASH_OUT,41602.83,C215667485,446410.59,404807.77,C365567376,5073533.43,5115136.26,0,0
20,CASH_OUT,70390.79,C2130906573,0.0,0.0,C1656729688,265770.0,336160.79,0,0
236,CASH_IN,246055.05,C643248278,64707.0,310762.05,C882639677,2979097.67,2733042.62,0,0
213,PAYMENT,9286.23,C2003184782,0.0,0.0,M389500661,0.0,0.0,0,0
254,CASH_OUT,240819.65,C886259715,0.0,0.0,C1693349984,299437.18,540256.84,0,0
278,PAYMENT,23193.63,C2079120562,7414.09,0.0,M2039419375,0.0,0.0,0,0
42,CASH_OUT,17290.46,C1548558419,11558.0,0.0,C1758839941,0.0,17290.46,0,0
166,CASH_IN,197132.77,C1541182103,3298744.61,3495877.38,C1250949702,1044438.58,839978.57,0,0
37,CASH_IN,13606.0,C566304372,152421.45,166027.44,C870844967,506712.02,493106.02,0,0
350,CASH_IN,25655.91,C94199869,3550.0,29205.91,C1921478226,0.0,0.0,0,0
163,CASH_IN,41400.16,C1031486185,65694.0,107094.16,C424364253,602351.64,560951.48,0,0
130,CASH_OUT,73979.01,C289689243,162.0,0.0,C1822334695,0.0,73979.01,0,0
278,CASH_IN,12321.35,C703968243,383687.59,396008.94,C341660220,278528.39,266207.04,0,0
325,CASH_IN,145014.19,C172920415,3000595.76,3145609.95,C1665888629,219615.31,74601.12,0,0
399,CASH_OUT,264825.92,C2114403887,0.0,0.0,C279263716,1127469.15,1392295.07,0,0
207,PAYMENT,11976.39,C961619905,0.0,0.0,M1008451534,0.0,0.0,0,0
336,PAYMENT,26148.72,C1951190350,12283.87,0.0,M1791684086,0.0,0.0,0,0
225,CASH_OUT,139790.29,C245732633,50239.0,0.0,C908908279,0.0,139790.29,0,0
204,CASH_OUT,349621.07,C182300117,0.0,0.0,C1553544928,642974.36,992595.43,0,0
395,CASH_OUT,131631.42,C924011689,0.0,0.0,C1081804133,3369605.65,3501237.06,0,0
306,PAYMENT,31692.03,C1198785142,80962.0,49269.97,M1517045250,0.0,0.0,0,0
208,CASH_OUT,5163.88,C1990092400,56536.0,51372.12,C771239831,14421.41,19585.29,0,0
43,CASH_OUT,30059.36,C472891466,0.0,0.0,C652033745,550178.18,580237.54,0,0
189,CASH_OUT,177053.26,C1421281283,0.0,0.0,C720759479,3861332.66,4038385.92,0,0
277,PAYMENT,4116.41,C665406077,88852.37,84735.97,M1094554014,0.0,0.0,0,0
399,CASH_OUT,114366.5,C1404812157,0.0,0.0,C1167202710,181776.03,296142.53,0,0
13,PAYMENT,7022.86,C1027473227,8217.26,1194.41,M1663038754,0.0,0.0,0,0
399,CASH_OUT,14542.67,C308850002,10052.0,0.0,C1642123898,0.0,14542.67,0,0
306,PAYMENT,5894.59,C280605395,0.0,0.0,M558965799,0.0,0.0,0,0
249,PAYMENT,3285.59,C572784396,0.0,0.0,M1166183495,0.0,0.0,0,0
326,CASH_OUT,166721.29,C669092916,358.0,0.0,C651049339,0.0,166721.29,0,0
322,CASH_IN,285910.87,C1116036135,10312.0,296222.87,C290081137,0.0,0.0,0,0
379,CASH_IN,90075.8,C1308554785,34999.0,125074.8,C1569291374,10317.46,0.0,0,0
251,PAYMENT,12167.8,C1794781665,80768.26,68600.46,M1517901388,0.0,0.0,0,0
7,CASH_IN,302915.15,C1793935907,4118227.49,4421142.64,C2101977504,377903.22,0.0,0,0
188,CASH_IN,193427.15,C638927309,19837.0,213264.15,C377593475,0.0,0.0,0,0
332,PAYMENT,9239.77,C624200702,89548.0,80308.23,M1275951035,0.0,0.0,0,0
20,CASH_OUT,72964.89,C1220788851,7024.0,0.0,C1813853773,450972.18,590335.67,0,0
599,TRANSFER,1902985.93,C319833045,0.0,0.0,C137769815,3556281.06,5459266.99,0,0
258,CASH_OUT,227706.73,C1710453255,15853.0,0.0,C176970818,0.0,227706.73,0,0
134,CASH_OUT,40291.15,C875379174,124858.0,84566.85,C719189349,214495.98,254787.13,0,0
335,CASH_OUT,49877.13,C163169378,0.0,0.0,C2108290897,135488.28,185365.41,0,0
226,PAYMENT,35475.19,C2087660142,1975.56,0.0,M580521716,0.0,0.0,0,0
42,CASH_OUT,8475.32,C438495357,11049.0,2573.68,C34570322,710005.48,1418134.36,0,0
201,PAYMENT,647.97,C2019604671,59534.0,58886.03,M1018806679,0.0,0.0,0,0
186,CASH_IN,216291.16,C1797068434,2.242791034E7,2.264420149E7,C797898531,913251.92,1057352.9,0,0
403,CASH_OUT,196350.89,C1524667850,6041.0,0.0,C249210788,83607.33,279958.21,0,0
19,CASH_OUT,37828.8,C84831750,8631.0,0.0,C32284016,0.0,37828.8,0,0
160,PAYMENT,18310.64,C1431965994,1119.0,0.0,M1292218509,0.0,0.0,0,0
235,CASH_IN,297926.23,C1774478633,234859.68,532785.91,C546916951,3827094.19,3529167.96,0,0
181,PAYMENT,11829.65,C1166895210,0.0,0.0,M386302394,0.0,0.0,0,0
255,PAYMENT,7971.09,C560633892,0.0,0.0,M1256512628,0.0,0.0,0,0
33,CASH_OUT,291223.64,C127864483,0.0,0.0,C339091618,768446.73,1059670.37,0,0
40,PAYMENT,883.64,C2145492123,0.0,0.0,M1087539790,0.0,0.0,0,0
402,CASH_IN,42831.56,C324753450,22029.0,64860.56,C555128882,51320.77,8489.22,0,0
381,CASH_OUT,139254.27,C1535942356,0.0,0.0,C1554062129,593566.38,732820.65,0,0
258,CASH_IN,130646.95,C417526500,19864.0,150510.95,C89654666,1454762.97,1324116.02,0,0
309,CASH_IN,136.19,C1991553494,9049758.01,9049894.2,C1178902245,530379.12,530242.93,0,0
230,CASH_OUT,98662.35,C1781138771,0.0,0.0,C135273056,789696.45,888358.8,0,0
201,CASH_OUT,226523.19,C2007838024,0.0,0.0,C1113456977,1263938.32,1490461.51,0,0
37,CASH_OUT,641722.3,C725719771,195.0,0.0,C1053283195,0.0,641722.3,0,0
379,PAYMENT,9698.33,C1086985724,0.0,0.0,M1964918157,0.0,0.0,0,0
42,CASH_OUT,28091.41,C1005706635,0.0,0.0,C187627452,1678689.47,1706780.88,0,0
302,CASH_IN,111577.66,C976669335,2036125.63,2147703.29,C224096015,1336578.65,1225000.99,0,0
47,CASH_IN,22611.96,C2084819342,1.36900625E7,1.371267446E7,C269191267,24092.94,1480.98,0,0
39,CASH_IN,207973.65,C1482822274,4850225.58,5058199.23,C1954751748,3360730.69,3850703.43,0,0
398,CASH_OUT,37285.71,C1387696482,7077.0,0.0,C2013232994,150169.13,187454.84,0,0
132,PAYMENT,15973.45,C696283836,6536.0,0.0,M1545397840,0.0,0.0,0,0
331,CASH_OUT,106080.07,C1087993825,0.0,0.0,C47336868,3877971.44,3984051.51,0,0
350,CASH_OUT,377431.28,C636050813,479.0,0.0,C711331661,0.0,377431.28,0,0
164,PAYMENT,1294.61,C426077189,0.0,0.0,M307596256,0.0,0.0,0,0
129,CASH_OUT,78060.28,C502184071,11138.97,0.0,C799238950,779134.19,974452.85,0,0
324,CASH_IN,138954.89,C1269065073,4691037.68,4829992.57,C1680929442,484462.53,345507.65,0,0
251,CASH_OUT,159632.48,C833493406,0.0,0.0,C1558468723,2524657.81,2684290.29,0,0
158,CASH_IN,357900.46,C1278482087,15222.0,373122.46,C1579653138,75522.13,0.0,0,0
15,CASH_OUT,172904.74,C388720294,213923.0,41018.26,C2123122269,163551.24,336455.98,0,0
402,CASH_IN,167691.81,C21669781,107558.0,275249.81,C1911378066,614117.12,446425.3,0,0
12,CASH_OUT,71587.48,C1115001659,41782.0,0.0,C695275657,30107.0,0.0,0,0
42,CASH_OUT,139553.46,C252634168,0.0,0.0,C653955598,763543.63,903097.08,0,0
177,TRANSFER,335760.88,C1688388556,80796.0,0.0,C1539764861,0.0,335760.88,0,0
588,DEBIT,1839.75,C363883961,198248.0,196408.25,C111038851,162918.65,164758.4,0,0
329,CASH_IN,94618.53,C528844987,1773109.08,1867727.61,C77230652,2192403.12,2097784.59,0,0
356,CASH_OUT,167605.75,C11080138,22608.0,0.0,C80467454,253954.19,421559.94,0,0
334,PAYMENT,4841.15,C1272240982,72496.0,67654.85,M1936984601,0.0,0.0,0,0
203,CASH_IN,292491.19,C1538328411,1167.0,293658.19,C797382180,389489.4,96998.21,0,0
143,PAYMENT,1927.04,C1615511144,20754.0,18826.96,M727974465,0.0,0.0,0,0
601,CASH_OUT,127392.95,C1570611418,28546.0,0.0,C803661362,390236.37,517629.32,0,0
162,CASH_OUT,95516.27,C382508525,102544.0,7027.73,C1128288127,2925360.25,3020876.52,0,0
45,CASH_IN,228305.75,C261494030,1.120474068E7,1.143304643E7,C979832977,642378.72,414072.97,0,0
301,CASH_OUT,327814.11,C1046671275,0.0,0.0,C2074784264,1979273.57,2307087.67,0,0
8,PAYMENT,10881.4,C206904370,1956.38,0.0,M1536172876,0.0,0.0,0,0
9,CASH_IN,178168.41,C1757052590,0.0,178168.41,C1457383927,171960.89,0.0,0,0
348,CASH_IN,55649.48,C2002270044,367073.0,422722.48,C1484869179,5556496.25,5500846.77,0,0
9,PAYMENT,16166.68,C1538881731,12316.0,0.0,M199007498,0.0,0.0,0,0
260,CASH_IN,42732.94,C755421170,1.882875348E7,1.887148641E7,C2044564657,455089.02,412356.09,0,0
94,CASH_IN,265823.38,C1778887776,4385131.59,4650954.97,C2133572766,963808.57,697985.19,0,0
203,TRANSFER,722924.41,C1968412848,38930.0,0.0,C220480254,3247163.98,3970088.39,0,0
281,CASH_IN,221283.63,C1398066567,1547319.17,1768602.8,C1538080692,583708.63,362425.0,0,0
232,PAYMENT,35497.84,C1752768784,191255.28,155757.44,M747645700,0.0,0.0,0,0
374,CASH_OUT,273782.06,C1774297920,4052.0,0.0,C1196077290,1986887.82,2260669.89,0,0
15,CASH_OUT,134330.2,C1885163794,5693.0,0.0,C2038373930,73089.85,207420.05,0,0
163,PAYMENT,15368.61,C1445452297,26774.96,11406.35,M1737190380,0.0,0.0,0,0
285,CASH_IN,8155.84,C196664685,99510.0,107665.84,C300137999,85840.56,77684.72,0,0
129,PAYMENT,17866.38,C1493235044,1071.0,0.0,M1717948749,0.0,0.0,0,0
10,PAYMENT,7125.54,C1759807509,0.0,0.0,M1930092898,0.0,0.0,0,0
300,CASH_OUT,277156.88,C462138118,353750.29,76593.41,C876327598,623893.13,901050.01,0,0
185,CASH_IN,99923.26,C1285607315,8644498.34,8744421.6,C532047179,1219350.62,1119427.37,0,0
39,PAYMENT,9004.93,C1003367755,1003.0,0.0,M594790629,0.0,0.0,0,0
350,PAYMENT,6803.85,C2038457286,0.0,0.0,M383645061,0.0,0.0,0,0
282,CASH_OUT,26133.34,C610242070,0.0,0.0,C1756361270,1628743.84,1654877.18,0,0
138,CASH_IN,60678.85,C1530240960,6781741.94,6842420.79,C1008612162,486955.27,534915.51,0,0
274,PAYMENT,954.38,C2046990844,105.0,0.0,M1008240183,0.0,0.0,0,0
230,CASH_IN,99365.37,C1348480887,193.0,99558.37,C1234080847,218836.71,119471.35,0,0
380,PAYMENT,11291.34,C341809121,0.0,0.0,M1991020052,0.0,0.0,0,0
2,PAYMENT,1044.89,C1810748644,18366.83,17321.94,M1165023158,0.0,0.0,0,0
574,TRANSFER,27654.4,C1300153261,0.0,0.0,C1432439623,1212585.15,1240239.55,0,0
254,PAYMENT,6728.68,C770442989,113.0,0.0,M89964795,0.0,0.0,0,0
307,CASH_OUT,86043.62,C239766484,0.0,0.0,C1368643323,230549.27,502942.34,0,0
179,PAYMENT,9705.67,C1133885274,0.0,0.0,M180578239,0.0,0.0,0,0
135,PAYMENT,9782.56,C826899051,0.0,0.0,M658051047,0.0,0.0,0,0
283,CASH_OUT,195255.65,C1462711960,0.0,0.0,C1382807889,375276.82,570532.48,0,0
399,CASH_OUT,98335.45,C1675254316,0.0,0.0,C520688324,125378.45,223713.89,0,0
164,CASH_OUT,114916.41,C1608987359,0.0,0.0,C821562598,1046703.81,1161620.22,0,0
379,CASH_OUT,31596.36,C707713113,20402.0,0.0,C367272385,174604.53,206200.88,0,0
281,TRANSFER,317611.04,C20123467,126656.0,0.0,C831940183,603636.3,921247.34,0,0
329,CASH_OUT,29698.01,C1031435264,1946.0,0.0,C881748795,0.0,29698.01,0,0
234,PAYMENT,5448.34,C1907516217,15790.0,10341.66,M1563002403,0.0,0.0,0,0
303,CASH_IN,50587.01,C1992997196,8961326.29,9011913.3,C2085376965,2769469.95,2718882.94,0,0
161,CASH_OUT,3481.49,C417332106,0.0,0.0,C1683666309,360276.76,363758.25,0,0
41,PAYMENT,6327.03,C528970169,361083.0,354755.97,M1361204027,0.0,0.0,0,0
347,CASH_OUT,297008.29,C11211052,0.0,0.0,C125024629,563151.62,860159.91,0,0
163,CASH_OUT,110021.55,C310171626,0.0,0.0,C394690208,2668020.11,2778041.67,0,0
379,TRANSFER,673271.75,C619499656,58497.33,0.0,C332675233,1297437.41,1970709.16,0,0
164,CASH_OUT,187472.96,C109750783,0.0,0.0,C884854830,2119319.75,2306792.71,0,0
355,CASH_OUT,25680.18,C1097998623,0.0,0.0,C1855851000,73422.88,99103.06,0,0
134,CASH_OUT,41773.33,C520059836,0.0,0.0,C943468526,264429.35,306202.68,0,0
307,PAYMENT,4692.08,C1196863897,11480.0,6787.92,M26626740,0.0,0.0,0,0
156,CASH_OUT,400580.74,C386640766,154143.0,0.0,C33837320,1324261.61,1724842.34,0,0
162,CASH_OUT,278645.83,C912952362,21127.0,0.0,C1527799951,465840.55,744486.39,0,0
301,TRANSFER,52561.65,C1215139721,4502.0,0.0,C1956423067,615488.65,668050.3,0,0
259,CASH_OUT,122628.44,C150048911,184.0,0.0,C500982080,380565.07,503193.51,0,0
11,PAYMENT,10240.58,C29152787,2297290.12,2287049.54,M1955223176,0.0,0.0,0,0
299,CASH_OUT,151655.95,C110378591,0.0,0.0,C1157945563,2887195.58,3038851.53,0,0
394,CASH_IN,320275.07,C1368229628,2.011929333E7,2.043956841E7,C591270662,7263570.65,6943295.58,0,0
275,PAYMENT,17490.77,C712142435,3183.0,0.0,M203792645,0.0,0.0,0,0
140,CASH_IN,27709.43,C1711958665,31866.0,59575.43,C1741383987,0.0,0.0,0,0
159,PAYMENT,18891.08,C183408190,9956.0,0.0,M1788755254,0.0,0.0,0,0
251,CASH_OUT,178686.38,C128347337,0.0,0.0,C1027946119,265183.01,443869.39,0,0
190,CASH_IN,93621.2,C764885869,3781776.56,3875397.75,C936790367,8661076.15,8567454.95,0,0
371,CASH_OUT,224638.87,C1066580979,197.0,0.0,C1961391243,432442.18,657081.05,0,0
277,CASH_OUT,450373.78,C1850501592,0.0,0.0,C1828887233,4367802.88,4818176.66,0,0
40,PAYMENT,7154.4,C2134314521,72813.0,65658.6,M1578962591,0.0,0.0,0,0
514,PAYMENT,26398.2,C356556469,519.0,0.0,M275401474,0.0,0.0,0,0
162,CASH_OUT,62032.42,C475976608,21955.0,0.0,C804841560,0.0,62032.42,0,0
349,PAYMENT,38433.23,C1084206486,105352.0,66918.77,M1577106230,0.0,0.0,0,0
328,CASH_IN,227467.4,C235632425,52169.0,279636.4,C1148201045,53526.99,0.0,0,0
33,CASH_OUT,87142.89,C1900451682,30326.0,0.0,C286131623,476720.39,563863.27,0,0
332,CASH_IN,237582.71,C696782452,61448.0,299030.71,C1248977254,0.0,0.0,0,0
21,CASH_OUT,100548.78,C467671901,0.0,0.0,C1272096944,641433.22,814212.61,0,0
188,PAYMENT,758.68,C2099514486,32959.0,32200.32,M84766264,0.0,0.0,0,0
332,CASH_OUT,132992.37,C2060541475,0.0,0.0,C1574829278,2695312.82,2828305.19,0,0
143,PAYMENT,4980.65,C1918093438,20255.0,15274.35,M653121751,0.0,0.0,0,0
525,PAYMENT,39089.4,C330969888,15858.0,0.0,M1217586652,0.0,0.0,0,0
308,PAYMENT,6230.36,C1979401574,10867.0,4636.64,M1689502142,0.0,0.0,0,0
396,PAYMENT,7912.67,C1950212907,20096.0,12183.33,M1343204191,0.0,0.0,0,0
17,PAYMENT,15052.14,C1291678423,0.0,0.0,M1390100931,0.0,0.0,0,0
590,TRANSFER,635582.94,C1616157478,0.0,0.0,C1845012002,1854364.52,2489947.47,0,0
298,CASH_OUT,188111.21,C1212199343,0.0,0.0,C1207598682,228591.79,416703.0,0,0
36,CASH_OUT,123935.29,C890821878,0.0,0.0,C1457685836,299123.13,423058.43,0,0
402,CASH_IN,72093.79,C623346895,5166486.21,5238580.0,C93407202,1188795.18,1116701.38,0,0
259,CASH_OUT,136046.32,C1055755016,37613.3,0.0,C1533891185,315202.37,451248.69,0,0
354,CASH_OUT,287695.17,C1612654024,0.0,0.0,C2095584992,2.693643868E7,2.722413386E7,0,0
375,CASH_IN,100105.77,C1531731057,27043.0,127148.77,C1085144343,113156.24,13050.47,0,0
43,CASH_OUT,119304.29,C1279133323,25805.0,0.0,C899660426,0.0,119304.29,0,0
252,CASH_IN,151862.92,C62296507,1575198.75,1727061.68,C1340054696,258736.84,106873.92,0,0
36,CASH_IN,102840.03,C343203256,5595945.1,5698785.13,C1180767426,707878.16,642183.11,0,0
661,CASH_OUT,51253.33,C1776309587,30582.0,0.0,C1460786211,326062.82,377316.15,0,0
402,PAYMENT,8679.73,C229826099,41808.0,33128.27,M239472188,0.0,0.0,0,0
426,CASH_IN,117009.16,C1800021013,465375.87,582385.02,C77516227,8537356.34,8420347.19,0,0
684,PAYMENT,15492.58,C1273025934,116921.0,101428.42,M1753837531,0.0,0.0,0,0
371,CASH_OUT,23841.21,C1257777649,0.0,0.0,C1845843120,168317.0,0.0,0,0
346,PAYMENT,40270.75,C1083639372,27737.66,0.0,M91316393,0.0,0.0,0,0
322,CASH_IN,33509.74,C1840263850,30734.0,64243.74,C1676099743,243689.95,210180.2,0,0
259,CASH_OUT,197217.17,C1643053361,30576.0,0.0,C29826233,182747.74,379964.91,0,0
211,CASH_OUT,244861.47,C1854115700,0.0,0.0,C624837819,1726884.16,1971745.63,0,0
226,PAYMENT,23401.76,C643238159,0.0,0.0,M537602629,0.0,0.0,0,0
161,CASH_OUT,104503.4,C1053832222,49137.0,0.0,C392424791,1087854.99,1192358.39,0,0
138,TRANSFER,328765.45,C798371185,0.0,0.0,C496026629,1919832.75,3026613.69,0,0
144,PAYMENT,22612.45,C489848105,29563.0,6950.55,M265763278,0.0,0.0,0,0
544,CASH_IN,264169.67,C915453418,5758876.3,6023045.97,C562350155,1009282.54,745112.87,0,0
370,CASH_IN,194581.8,C1396838362,4713108.6,4907690.41,C1950674443,316558.98,121977.18,0,0
214,TRANSFER,1594655.74,C399993201,0.0,0.0,C900055067,3103923.62,4698579.37,0,0
369,CASH_IN,171992.75,C1004066377,126340.0,298332.75,C626231127,0.0,0.0,0,0
400,CASH_OUT,85383.77,C233626171,0.0,0.0,C1396319605,854865.47,940249.24,0,0
135,CASH_IN,165806.88,C1074666224,4740295.55,4906102.43,C708590877,714143.1,548336.22,0,0
205,CASH_IN,1925.28,C471331250,1.139631707E7,1.139824235E7,C842985229,671445.92,669520.64,0,0
16,CASH_OUT,79772.99,C675727971,0.0,0.0,C1444075105,684317.65,1407102.95,0,0
303,PAYMENT,37732.29,C160982588,0.0,0.0,M1989877640,0.0,0.0,0,0
402,PAYMENT,17464.96,C182551151,382303.15,364838.19,M781216771,0.0,0.0,0,0
206,PAYMENT,10474.22,C930594266,128193.0,117718.78,M688509279,0.0,0.0,0,0
201,CASH_IN,121893.44,C375533051,158059.0,279952.44,C974271402,10725.3,0.0,0,0
330,CASH_IN,181907.2,C381732116,7765394.95,7947302.15,C1936483226,422322.21,240415.01,0,0
157,TRANSFER,477545.78,C1278213930,532762.0,55216.22,C724595147,4203707.37,4681253.15,0,0
369,PAYMENT,4095.01,C527649877,9786.1,5691.1,M1510944154,0.0,0.0,0,0
334,PAYMENT,10843.31,C1203307732,0.0,0.0,M798514685,0.0,0.0,0,0
191,PAYMENT,6855.12,C1079082056,0.0,0.0,M1609279834,0.0,0.0,0,0
38,CASH_OUT,25200.53,C1605405131,10090.0,0.0,C224276602,592737.36,617937.89,0,0
334,TRANSFER,92461.07,C2040243525,1032.0,0.0,C1819667344,0.0,92461.07,0,0
260,PAYMENT,4112.85,C983864567,49938.0,45825.15,M1762577319,0.0,0.0,0,0
182,PAYMENT,7763.09,C1028862770,69652.0,61888.91,M48220110,0.0,0.0,0,0
226,PAYMENT,14793.75,C473710014,0.0,0.0,M776779564,0.0,0.0,0,0
34,PAYMENT,1146.82,C1353202800,29913.0,28766.18,M1270456772,0.0,0.0,0,0
596,CASH_OUT,228480.82,C476101712,10634.0,0.0,C2020659098,0.0,228480.82,0,0
400,CASH_OUT,255024.92,C560861748,15181.0,0.0,C352976130,0.0,255024.92,0,0
282,CASH_IN,48274.39,C2086499605,1187.0,49461.39,C717582922,364880.28,316605.89,0,0
210,CASH_IN,236783.12,C125656428,2030180.73,2266963.85,C1360867618,3059599.68,2822816.56,0,0
131,CASH_OUT,265048.27,C82575827,106052.09,0.0,C1219235880,6940129.27,7127467.89,0,0
374,CASH_OUT,180950.04,C1662235464,0.0,0.0,C337394476,974190.93,1155140.97,0,0
258,CASH_OUT,77907.75,C1203559508,0.0,0.0,C987459096,208842.01,286749.76,0,0
326,CASH_OUT,352360.29,C1775502151,128784.0,0.0,C2045155852,0.0,352360.29,0,0
370,PAYMENT,351.96,C2097634098,5547.0,5195.04,M1018609622,0.0,0.0,0,0
226,CASH_OUT,306808.6,C428038711,0.0,0.0,C892713347,2733620.83,3040429.43,0,0
306,CASH_OUT,124497.59,C451706617,42.0,0.0,C811801312,0.0,124497.59,0,0
184,TRANSFER,615557.03,C121751390,0.0,0.0,C1096700652,771010.02,1386567.05,0,0
17,CASH_OUT,8114.36,C213346024,266732.44,258618.08,C773182846,1443963.51,1452077.87,0,0
156,CASH_OUT,577094.69,C688260355,0.0,0.0,C1276401487,716123.81,1293218.51,0,0
403,PAYMENT,44988.62,C425022060,0.0,0.0,M760625473,0.0,0.0,0,0
283,CASH_IN,157037.2,C14904717,4409598.46,4566635.65,C621762285,247233.1,90195.9,0,0
332,PAYMENT,3511.19,C1718435185,207051.0,203539.81,M254521770,0.0,0.0,0,0
335,PAYMENT,4065.4,C226748272,24934.0,20868.6,M1053878049,0.0,0.0,0,0
310,PAYMENT,37441.37,C238155465,0.0,0.0,M813153716,0.0,0.0,0,0
154,CASH_OUT,149270.94,C1591048491,43306.0,0.0,C162556670,0.0,149270.94,0,0
369,TRANSFER,1218587.16,C154923100,20874.0,0.0,C447483749,2553.59,1221140.75,0,0
323,CASH_OUT,42907.94,C910109286,0.0,0.0,C1650538141,959538.22,1002446.16,0,0
304,PAYMENT,4886.06,C1225856193,0.0,0.0,M1219585975,0.0,0.0,0,0
357,PAYMENT,12023.2,C2072701974,101475.0,89451.8,M701264211,0.0,0.0,0,0
164,PAYMENT,9038.68,C284008100,49583.0,40544.32,M242041485,0.0,0.0,0,0
349,CASH_OUT,222438.47,C626693374,0.0,0.0,C2041395310,549727.59,772166.06,0,0
299,CASH_IN,45513.51,C451665320,2.475765426E7,2.480316778E7,C985679427,67251.23,21737.72,0,0
284,PAYMENT,771.64,C779857260,0.0,0.0,M694558635,0.0,0.0,0,0
209,PAYMENT,9265.04,C1232889414,0.0,0.0,M1131980340,0.0,0.0,0,0
380,CASH_IN,193869.04,C1646756426,11111.0,204980.04,C1081190270,977560.84,783691.8,0,0
160,CASH_OUT,263894.08,C1124038018,0.0,0.0,C1983527478,312892.43,576786.52,0,0
306,PAYMENT,17985.85,C1666578041,33453.0,15467.15,M476900176,0.0,0.0,0,0
249,PAYMENT,4623.19,C912136878,157174.0,152550.81,M648741852,0.0,0.0,0,0
333,CASH_OUT,340452.87,C1525904847,0.0,0.0,C2097791816,593751.84,934204.71,0,0
258,PAYMENT,6813.41,C69610287,12648.0,5834.59,M1263435160,0.0,0.0,0,0
330,PAYMENT,5934.45,C1900200173,247285.2,241350.75,M334428453,0.0,0.0,0,0
250,CASH_IN,144239.11,C2104686256,10705.0,154944.11,C377211330,27930.12,0.0,0,0
17,CASH_IN,375429.83,C925398197,8710525.26,9085955.09,C1929145182,381805.29,6375.46,0,0
404,CASH_OUT,62919.07,C1817584902,0.0,0.0,C374400787,7530702.91,7593621.99,0,0
420,PAYMENT,2861.68,C151057342,31249.0,28387.32,M922628129,0.0,0.0,0,0
306,PAYMENT,13277.79,C744151793,0.0,0.0,M1488484048,0.0,0.0,0,0
36,TRANSFER,611362.97,C95507143,71735.0,0.0,C1276951352,0.0,611362.97,0,0
283,PAYMENT,12601.69,C1077873171,0.0,0.0,M1905792492,0.0,0.0,0,0
41,PAYMENT,16733.48,C1990196975,201963.4,185229.92,M1451133762,0.0,0.0,0,0
305,TRANSFER,5933068.93,C395562538,0.0,0.0,C821859086,2.0E7,2.593306893E7,0,0
514,CASH_IN,124998.45,C1966297968,5386985.97,5511984.41,C1379132828,3313670.78,3188672.33,0,0
407,PAYMENT,19338.47,C1675431383,0.0,0.0,M1689595478,0.0,0.0,0,0
325,CASH_OUT,204539.92,C174847167,113121.0,0.0,C1562410997,1356.58,205896.5,0,0
309,CASH_OUT,175334.36,C753748645,0.0,0.0,C1728766751,2.863406327E7,2.880939763E7,0,0
285,PAYMENT,5134.47,C1786919769,26005.0,20870.53,M1469992229,0.0,0.0,0,0
640,CASH_OUT,183924.18,C1968714281,17127.0,0.0,C1489200200,0.0,183924.18,0,0
448,PAYMENT,5201.76,C472500202,27837.35,22635.6,M1153369313,0.0,0.0,0,0
38,CASH_OUT,377034.26,C530702194,0.0,0.0,C1280057807,306140.47,683174.73,0,0
372,DEBIT,6025.67,C1110016505,389.0,0.0,C589928039,469997.47,476023.14,0,0
16,CASH_OUT,583840.71,C1171823654,49575.0,0.0,C1755752491,1274107.9,1857948.61,0,0
372,CASH_OUT,385618.13,C1461367260,0.0,0.0,C282944182,5601601.3,5987219.42,0,0
308,PAYMENT,7120.66,C1567006157,1127334.05,1120213.39,M1894159691,0.0,0.0,0,0
211,CASH_IN,29126.49,C1505440742,4757867.51,4786994.0,C1152150496,175185.05,146058.57,0,0
7,TRANSFER,692863.1,C2126145321,7.0,0.0,C904383922,32203.0,2065619.02,0,0
567,PAYMENT,5878.62,C959391326,64.0,0.0,M1570272696,0.0,0.0,0,0
229,PAYMENT,13772.13,C349092284,168084.95,154312.81,M816908966,0.0,0.0,0,0
